endTime,artistName,trackName,msPlayed
2022-01-15 22:46,Seven Dead Stars,Keep Running,180784
2022-01-15 22:50,Tymek,Ostatni (Rojst '97 | Netflix),219546
2022-01-15 22:53,The Black Keys,Lonely Boy,193653
2022-01-15 22:57,Tommee Profitt,In The End - Mellen Gi Remix,218188
2022-01-15 23:00,Nothing But Thieves,Futureproof,207691
2022-01-15 23:05,Tommee Profitt,I'm Not Afraid,254500
2022-01-15 23:08,Męskie Granie Orkiestra 2021,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",209655
2022-01-15 23:12,Nothing But Thieves,Can You Afford to Be An Individual?,236047
2022-01-15 23:15,Neoni,UH OH,195391
2022-01-15 23:30,Neoni,MUTINY,118244
2022-01-16 13:53,Neoni,MUTINY,18229
2022-01-16 13:58,UNSECRET,Last Survivor,275577
2022-01-16 14:52,UNSECRET,Only The Beginning,84321
2022-01-17 07:16,UNSECRET,Only The Beginning,197739
2022-01-17 07:20,UNSECRET,World Gone Wild,189921
2022-01-17 07:22,Bishop Briggs,Hallowed Ground,174146
2022-01-17 07:26,Alice Merton,No Roots,237053
2022-01-17 07:30,Archive,Remains Of Nothing - Version / BOKKA Remix,238666
2022-01-17 07:34,Duncan Laurence,Arcade,185146
2022-01-17 07:37,BOKKA,In Love With the Dead Man,191206
2022-01-17 07:40,Afromental,The Bomb,212666
2022-01-17 07:44,Afromental,Return of the Cavemen,231459
2022-01-17 07:47,Twenty One Pilots,Doubt,191493
2022-01-17 07:52,Renata Przemyk,Kochana,259666
2022-01-17 07:57,Aya RL,Unikaj zdjęć,297866
2022-01-17 08:01,Twenty One Pilots,Heathens,195920
2022-01-17 08:07,Lao Che,Govindam,338080
2022-01-17 08:10,Egzod,The Revolution,178076
2022-01-17 08:13,Tom Walker,Leave a Light On,185863
2022-01-17 08:17,Olivia Rodrigo,drivers license,242013
2022-01-17 08:19,Besomorph,Dead To Me,131555
2022-01-17 08:23,Neoni,Deep Water,233456
2022-01-17 08:26,UNSECRET,Fallout,213770
2022-01-17 08:31,Iron Maiden,The Trooper - 2015 Remaster,252733
2022-01-17 08:35,Red Hot Chili Peppers,Blood Sugar Sex Magik,271160
2022-01-17 08:40,Eminem,Till I Collapse,297786
2022-01-17 08:45,Foo Fighters,The Pretender,269373
2022-01-17 08:51,Metallica,Wherever I May Roam,403866
2022-01-17 08:55,Stray Kids,Hellevator,240000
2022-01-17 09:01,System Of A Down,Protect The Land,307644
2022-01-17 09:04,System Of A Down,Chop Suey!,210240
2022-01-17 09:08,Agnes Obel,Familiar,235988
2022-01-17 09:12,System Of A Down,Toxicity,218933
2022-01-17 09:16,Echos,Saints,240774
2022-01-17 09:19,Muse,Assassin,211133
2022-01-17 09:23,Royal Blood,Little Monster,212309
2022-01-17 09:26,Pokahontaz,404,221155
2022-01-17 09:30,Royal Blood,Out of the Black,240572
2022-01-17 09:33,Nothing But Thieves,Trip Switch,181133
2022-01-17 09:37,Twenty One Pilots,Level of Concern,220051
2022-01-17 09:40,Imagine Dragons,Thunder,187146
2022-01-17 09:43,Imagine Dragons,Warriors,171040
2022-01-17 09:48,Enter Shikari,Destabilise,272666
2022-01-17 09:52,Nothing But Thieves,Is Everybody Going Crazy?,237053
2022-01-17 09:56,Nothing But Thieves,You Know Me Too Well,233485
2022-01-17 09:58,Enter Shikari,Anaesthetist,175827
2022-01-17 10:02,Enter Shikari,Torn Apart,234427
2022-01-17 10:07,Nothing But Thieves,Amsterdam,272240
2022-01-17 10:10,Imagine Dragons,Whatever It Takes,201240
2022-01-17 10:11,Fall Out Boy,Centuries,51664
2022-01-17 10:14,Jane's Addiction,Underground,187746
2022-01-17 10:18,Twenty One Pilots,Jumpsuit,238560
2022-01-17 10:21,Imagine Dragons,I Don’t Know Why,190120
2022-01-17 10:26,Nothing But Thieves,Crazy,278586
2022-01-17 10:29,Billie Eilish,you should see me in a crown,180952
2022-01-17 10:47,Archive,Lights,205893
2022-01-18 18:35,Archive,Lights,278996
2022-01-18 18:38,Neoni,LEVITATE,183274
2022-01-18 18:42,Neoni,Empire,31921
2022-01-18 18:42,UNSECRET,Fallout,213770
2022-01-18 18:45,sanah,Sama,191271
2022-01-18 18:47,sanah,Piękno tej niechcianej,82120
2022-01-18 18:51,Muse,The 2nd Law: Unsustainable,228066
2022-01-18 19:03,Muse,The 2nd Law: Isolated System,233
2022-01-19 16:54,Badflower,Family,247092
2022-01-19 16:57,grandson,Blood // Water,216720
2022-01-19 17:02,Night Club,Survive,272575
2022-01-19 17:07,UNSECRET,Last Survivor,285302
2022-01-19 17:10,UNSECRET,Fallout,213770
2022-01-19 17:14,Katie Garfield,Warfare,222986
2022-01-19 17:28,flora cash,You're Somebody Else,69931
2022-01-20 09:19,Olivia Rodrigo,drivers license,342
2022-01-20 09:19,Tom Walker,Leave a Light On,9159
2022-01-20 09:19,Egzod,The Revolution,178076
2022-01-20 09:20,Neoni,Deep Water,23
2022-01-20 09:20,Besomorph,Dead To Me,0
2022-01-20 09:22,Besomorph,Dead To Me,131555
2022-01-20 09:42,Neoni,Deep Water,227627
2022-01-20 11:19,Neoni,Deep Water,6169
2022-01-20 11:22,UNSECRET,Fallout,213770
2022-01-20 11:23,Iron Maiden,The Trooper - 2015 Remaster,47071
2022-01-20 11:39,Afromental,The Bomb,201703
2022-01-21 10:15,2WEI,Hurt,213840
2022-01-21 10:26,2WEI,Toxic,237426
2022-01-21 10:31,ZAND,Luci,287427
2022-01-21 10:35,2WEI,Pandora,221757
2022-01-21 10:38,2WEI,Survivor,195232
2022-01-21 10:42,Lana Del Rey,Dark Paradise,243187
2022-01-21 10:45,Brand X Music,Viper,138112
2022-01-21 10:50,Ludovico Einaudi,Experience,315426
2022-01-21 10:53,Seven Dead Stars,Keep Running,180784
2022-01-21 10:56,Tymek,Ostatni (Rojst '97 | Netflix),219546
2022-01-21 11:00,The Black Keys,Lonely Boy,193653
2022-01-21 11:03,Tommee Profitt,In The End - Mellen Gi Remix,218188
2022-01-21 11:07,Nothing But Thieves,Futureproof,207691
2022-01-21 11:11,Tommee Profitt,I'm Not Afraid,254500
2022-01-21 11:15,Męskie Granie Orkiestra 2021,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",209655
2022-01-21 11:19,Nothing But Thieves,Can You Afford to Be An Individual?,236047
2022-01-21 11:22,Neoni,UH OH,195391
2022-01-21 11:25,Neoni,MUTINY,211090
2022-01-21 11:29,Neoni,LOSER,202178
2022-01-21 11:32,Nothing But Thieves,If I Were You,208426
2022-01-21 11:36,Badflower,Family,247092
2022-01-21 11:40,Katie Garfield,Warfare,222986
2022-01-21 11:44,flora cash,You're Somebody Else,218883
2022-01-21 11:47,grandson,Blood // Water,216720
2022-01-21 11:52,Night Club,Survive,272575
2022-01-21 11:56,Tribe Society,Bullet With Butterfly Wings,256293
2022-01-21 12:00,League of Legends,Warriors,204586
2022-01-21 12:03,Olivia Rodrigo,deja vu,215506
2022-01-21 12:06,UNSECRET,The Reckoning,142479
2022-01-21 12:10,UNSECRET,Last Survivor,285302
2022-01-21 12:14,UNSECRET,Only The Beginning,197739
2022-01-21 12:17,UNSECRET,World Gone Wild,189921
2022-01-21 12:20,Bishop Briggs,Hallowed Ground,174146
2022-01-21 12:24,Alice Merton,No Roots,237053
2022-01-21 12:28,Archive,Remains Of Nothing - Version / BOKKA Remix,238666
2022-01-21 12:31,Duncan Laurence,Arcade,185146
2022-01-21 12:34,BOKKA,In Love With the Dead Man,191206
