Unnamed: 0,title,titleUrl,channel,channelUrl,time,id,duration,views,likes,favorites,comments,channelSubscribers
4551,Idiots In Cars #01,https://www.youtube.com/watch?v=kbBJEjH65Sg,World of Idiots,https://www.youtube.com/channel/UCS5lJMEMWjNoKWQAe-DwwVg,2022-01-17T16:20:39.445Z,kbBJEjH65Sg,0 days 00:08:01,3247159,41255,0,1459,67100
4552,Nowe Audi RS3 2022! *Odbiór z salonu* | Drift Mode? | + Aventador Liberty Walk w Warszawie!,https://www.youtube.com/watch?v=kcBboOchnFI,Budda. TV,https://www.youtube.com/channel/UC8LJZNHnqXKg5TMgyvxszPA,2022-01-17T15:29:56.793Z,kcBboOchnFI,0 days 00:35:51,1177147,57810,0,1773,1150000
4553,Infantry Boi,https://www.youtube.com/watch?v=OHrwMC42qLQ,Ceeday,https://www.youtube.com/channel/UCZyxY8Q7xgUCXfFViWkjrSw,2022-01-17T15:26:30.604Z,OHrwMC42qLQ,0 days 00:07:18,12517681,371733,0,49800,7380000
4554,GDZIE TO RĘKĘ DAŁEŚ?,https://www.youtube.com/watch?v=TfhbY5aXb0U,Jays,https://www.youtube.com/channel/UC1HRQyAcsR7_UwdnT3CG0TA,2022-01-17T15:25:05.045Z,TfhbY5aXb0U,0 days 00:01:45,862214,27168,0,178,7260
4555,Auta w USA: czyli Tommy odpowiada na krytykę Tesli Y (TEST PL 4K) | CaroSeria,https://www.youtube.com/watch?v=uGT1tS8fQo4,CaroSeria,https://www.youtube.com/channel/UCakv392OANtWgdG76yTE3vw,2022-01-17T15:19:27.141Z,uGT1tS8fQo4,0 days 00:06:07,29757,1929,0,411,147000
4556,Karen's Voicemail - The Office,https://www.youtube.com/watch?v=vaicySf6-v0,SheriffeN,https://www.youtube.com/channel/UCocJu8CgEOEdSLG8x3T-_GA,2022-01-17T15:18:58.876Z,vaicySf6-v0,0 days 00:00:34,282631,4221,0,142,151
4557,When your friend asks you to go to a music store,https://www.youtube.com/watch?v=vH2Z92_3NJA,Cyran,https://www.youtube.com/channel/UC-ngX6gfIUBcPtlZ77es05w,2022-01-17T15:18:19.653Z,vH2Z92_3NJA,0 days 00:00:21,514136,14283,0,159,517000
4558,"Samsung Galaxy Tab S8 Ultra - YES, IT'S ALL HERE!",https://www.youtube.com/watch?v=2AoTpE_vXEY,XEETECHCARE,https://www.youtube.com/channel/UCTqMx8l2TtdZ7_1A40qrFiQ,2022-01-17T15:16:46.002Z,2AoTpE_vXEY,0 days 00:03:40,283182,6267,0,411,1690000
4559,Dakota Johnson's most iconic moments,https://www.youtube.com/watch?v=M6x_soFxeYc,YellowSub0,https://www.youtube.com/channel/UCDapwh7OeUoFR_J9cPnlebg,2022-01-17T15:11:50.019Z,M6x_soFxeYc,0 days 00:08:01,2781163,51451,0,537,3120
4560,Apple Lied About The iPhone 13!,https://www.youtube.com/watch?v=pjOUjrutrGA,Simple Alpaca,https://www.youtube.com/channel/UCy1PnKNVtEG-SfSzyIfnvrA,2022-01-17T15:07:48.306Z,pjOUjrutrGA,0 days 00:03:01,7670,450,0,34,443000
